date,home_team,away_team,home_score,away_score,competition,year,round,group,venue,pen_home,pen_away
2018-06-19,russia,egypt,3,1,世界杯2018小组赛 Group A,2018,Matchday 6,Group A,"Saint Petersburg Stadium, Saint Petersburg",,
2018-06-20,iran,spain,0,1,世界杯2018小组赛 Group B,2018,Matchday 7,Group B,"Kazan Arena, Kazan",,
2018-06-20,portugal,morocco,1,0,世界杯2018小组赛 Group B,2018,Matchday 7,Group B,"Luzhniki Stadium, Moscow",,
2018-06-20,uruguay,saudi_arabia,1,0,世界杯2018小组赛 Group A,2018,Matchday 7,Group A,"Rostov Arena, Rostov-on-Don",,
2018-06-21,argentina,croatia,0,3,世界杯2018小组赛 Group D,2018,Matchday 8,Group D,"Nizhny Novgorod Stadium, Nizhny Novgorod",,
2018-06-21,denmark,australia,1,1,世界杯2018小组赛 Group C,2018,Matchday 8,Group C,"Samara Arena, Samara",,
2018-06-21,france,peru,1,0,世界杯2018小组赛 Group C,2018,Matchday 8,Group C,"Ekaterinburg Arena, Ekaterinburg",,
2018-06-22,brazil,costa_rica,2,0,世界杯2018小组赛 Group E,2018,Matchday 9,Group E,"Saint Petersburg Stadium, Saint Petersburg",,
2018-06-22,nigeria,iceland,2,0,世界杯2018小组赛 Group D,2018,Matchday 9,Group D,"Volgograd Arena, Volgograd",,
2018-06-22,serbia,switzerland,1,2,世界杯2018小组赛 Group E,2018,Matchday 9,Group E,"Kaliningrad Stadium, Kaliningrad",,
2018-06-23,belgium,tunisia,5,2,世界杯2018小组赛 Group G,2018,Matchday 10,Group G,"Spartak Stadium, Moscow",,
2018-06-23,germany,sweden,2,1,世界杯2018小组赛 Group F,2018,Matchday 10,Group F,"Fisht Stadium, Sochi",,
2018-06-23,south_korea,mexico,1,2,世界杯2018小组赛 Group F,2018,Matchday 10,Group F,"Rostov Arena, Rostov-on-Don",,
2018-06-24,england,panama,6,1,世界杯2018小组赛 Group G,2018,Matchday 11,Group G,"Nizhny Novgorod Stadium, Nizhny Novgorod",,
2018-06-24,japan,senegal,2,2,世界杯2018小组赛 Group H,2018,Matchday 11,Group H,"Ekaterinburg Arena, Ekaterinburg",,
2018-06-24,poland,colombia,0,3,世界杯2018小组赛 Group H,2018,Matchday 11,Group H,"Kazan Arena, Kazan",,
2018-06-25,iran,portugal,1,1,世界杯2018小组赛 Group B,2018,Matchday 12,Group B,"Mordovia Arena, Saransk",,
2018-06-25,saudi_arabia,egypt,2,1,世界杯2018小组赛 Group A,2018,Matchday 12,Group A,"Volgograd Arena, Volgograd",,
2018-06-25,spain,morocco,2,2,世界杯2018小组赛 Group B,2018,Matchday 12,Group B,"Kaliningrad Stadium, Kaliningrad",,
2018-06-25,uruguay,russia,3,0,世界杯2018小组赛 Group A,2018,Matchday 12,Group A,"Samara Arena, Samara",,
2018-06-26,australia,peru,0,2,世界杯2018小组赛 Group C,2018,Matchday 13,Group C,"Fisht Stadium, Sochi",,
2018-06-26,denmark,france,0,0,世界杯2018小组赛 Group C,2018,Matchday 13,Group C,"Luzhniki Stadium, Moscow",,
2018-06-26,iceland,croatia,1,2,世界杯2018小组赛 Group D,2018,Matchday 13,Group D,"Rostov Arena, Rostov-on-Don",,
2018-06-26,nigeria,argentina,1,2,世界杯2018小组赛 Group D,2018,Matchday 13,Group D,"Saint Petersburg Stadium, Saint Petersburg",,
2018-06-27,mexico,sweden,0,3,世界杯2018小组赛 Group F,2018,Matchday 14,Group F,"Ekaterinburg Arena, Ekaterinburg",,
2018-06-27,serbia,brazil,0,2,世界杯2018小组赛 Group E,2018,Matchday 14,Group E,"Spartak Stadium, Moscow",,
2018-06-27,south_korea,germany,2,0,世界杯2018小组赛 Group F,2018,Matchday 14,Group F,"Kazan Arena, Kazan",,
2018-06-27,switzerland,costa_rica,2,2,世界杯2018小组赛 Group E,2018,Matchday 14,Group E,"Nizhny Novgorod Stadium, Nizhny Novgorod",,
2018-06-28,england,belgium,0,1,世界杯2018小组赛 Group G,2018,Matchday 15,Group G,"Kaliningrad Stadium, Kaliningrad",,
2018-06-28,japan,poland,0,1,世界杯2018小组赛 Group H,2018,Matchday 15,Group H,"Volgograd Arena, Volgograd",,
2018-06-28,panama,tunisia,1,2,世界杯2018小组赛 Group G,2018,Matchday 15,Group G,"Mordovia Arena, Saransk",,
2018-06-28,senegal,colombia,0,1,世界杯2018小组赛 Group H,2018,Matchday 15,Group H,"Samara Arena, Samara",,
2018-06-30,france,argentina,4,3,世界杯2018十六强,2018,Round of 16,,"Kazan Arena, Kazan",,
2018-06-30,uruguay,portugal,2,1,世界杯2018十六强,2018,Round of 16,,"Fisht Stadium, Sochi",,
2018-07-01,croatia,denmark,1,1,世界杯2018十六强,2018,Round of 16,,"Nizhny Novgorod Stadium, Nizhny Novgorod",3,2
2018-07-01,spain,russia,1,1,世界杯2018十六强,2018,Round of 16,,"Luzhniki Stadium, Moscow",3,4
2018-07-02,belgium,japan,3,2,世界杯2018十六强,2018,Round of 16,,"Rostov Arena, Rostov-on-Don",,
2018-07-02,brazil,mexico,2,0,世界杯2018十六强,2018,Round of 16,,"Samara Arena, Samara",,
2018-07-03,colombia,england,1,1,世界杯2018十六强,2018,Round of 16,,"Spartak Stadium, Moscow",3,4
2018-07-03,sweden,switzerland,1,0,世界杯2018十六强,2018,Round of 16,,"Saint Petersburg Stadium, Saint Petersburg",,
2018-07-06,brazil,belgium,1,2,世界杯2018决赛,2018,Quarter-finals,,"Kazan Arena, Kazan",,
2018-07-06,uruguay,france,0,2,世界杯2018决赛,2018,Quarter-finals,,"Nizhny Novgorod Stadium, Nizhny Novgorod",,
2018-07-07,russia,croatia,1,1,世界杯2018决赛,2018,Quarter-finals,,"Fisht Stadium, Sochi",3,4
2018-07-07,sweden,england,0,2,世界杯2018决赛,2018,Quarter-finals,,"Samara Arena, Samara",,
2018-07-10,france,belgium,1,0,世界杯2018决赛,2018,Semi-finals,,"Saint Petersburg Stadium, St. Petersburg",,
2018-07-11,croatia,england,1,1,世界杯2018决赛,2018,Semi-finals,,"Luzhniki Stadium, Moscow",,
2018-07-14,belgium,england,2,0,世界杯2018季军赛,2018,Match for third place,,"Saint Petersburg Stadium, St. Petersburg",,
2018-07-15,france,croatia,4,2,世界杯2018决赛,2018,Final,,"Luzhniki Stadium, Moscow",,
2022-11-20,qatar,ecuador,0,2,世界杯2022小组赛 Group A,2022,Matchday 1,Group A,"Al Bayt Stadium, Al Khor",,
2022-11-21,england,iran,6,2,世界杯2022小组赛 Group B,2022,Matchday 2,Group B,"Khalifa International Stadium, Al Rayyan",,
2022-11-21,senegal,netherlands,0,2,世界杯2022小组赛 Group A,2022,Matchday 2,Group A,"Al Thumama Stadium, Doha",,
2022-11-21,usa,wales,1,1,世界杯2022小组赛 Group B,2022,Matchday 2,Group B,"Ahmad bin Ali Stadium, Al Rayyan",,
2022-11-22,argentina,saudi_arabia,1,2,世界杯2022小组赛 Group C,2022,Matchday 3,Group C,"Lusail Iconic Stadium, Lusail",,
2022-11-22,denmark,tunisia,0,0,世界杯2022小组赛 Group D,2022,Matchday 3,Group D,"Education City Stadium, Al Rayyan",,
2022-11-22,france,australia,4,1,世界杯2022小组赛 Group D,2022,Matchday 3,Group D,"Al Janoub Stadium, Al Wakrah",,
2022-11-22,mexico,poland,0,0,世界杯2022小组赛 Group C,2022,Matchday 3,Group C,"Stadium 974, Doha",,
2022-11-23,belgium,canada,1,0,世界杯2022小组赛 Group F,2022,Matchday 4,Group F,"Ahmad bin Ali Stadium, Al Rayyan",,
2022-11-23,germany,japan,1,2,世界杯2022小组赛 Group E,2022,Matchday 4,Group E,"Khalifa International Stadium, Al Rayyan",,
2022-11-23,morocco,croatia,0,0,世界杯2022小组赛 Group F,2022,Matchday 4,Group F,"Al Bayt Stadium, Al Khor",,
2022-11-23,spain,costa_rica,7,0,世界杯2022小组赛 Group E,2022,Matchday 4,Group E,"Al Thumama Stadium, Doha",,
2022-11-24,brazil,serbia,2,0,世界杯2022小组赛 Group G,2022,Matchday 5,Group G,"Lusail Iconic Stadium, Lusail",,
2022-11-24,portugal,ghana,3,2,世界杯2022小组赛 Group H,2022,Matchday 5,Group H,"Stadium 974, Doha",,
2022-11-24,switzerland,cameroon,1,0,世界杯2022小组赛 Group G,2022,Matchday 5,Group G,"Al Janoub Stadium, Al Wakrah",,
2022-11-24,uruguay,south_korea,0,0,世界杯2022小组赛 Group H,2022,Matchday 5,Group H,"Education City Stadium, Al Rayyan",,
2022-11-25,england,usa,0,0,世界杯2022小组赛 Group B,2022,Matchday 6,Group B,"Al Bayt Stadium, Al Khor",,
2022-11-25,netherlands,ecuador,1,1,世界杯2022小组赛 Group A,2022,Matchday 6,Group A,"Khalifa International Stadium, Al Rayyan",,
2022-11-25,qatar,senegal,1,3,世界杯2022小组赛 Group A,2022,Matchday 6,Group A,"Al Thumama Stadium, Doha",,
2022-11-25,wales,iran,0,2,世界杯2022小组赛 Group B,2022,Matchday 6,Group B,"Ahmad bin Ali Stadium, Al Rayyan",,
2022-11-26,argentina,mexico,2,0,世界杯2022小组赛 Group C,2022,Matchday 7,Group C,"Lusail Iconic Stadium, Lusail",,
2022-11-26,france,denmark,2,1,世界杯2022小组赛 Group D,2022,Matchday 7,Group D,"Stadium 974, Doha",,
2022-11-26,poland,saudi_arabia,2,0,世界杯2022小组赛 Group C,2022,Matchday 7,Group C,"Education City Stadium, Al Rayyan",,
2022-11-26,tunisia,australia,0,1,世界杯2022小组赛 Group D,2022,Matchday 7,Group D,"Al Janoub Stadium, Al Wakrah",,
2022-11-27,belgium,morocco,0,2,世界杯2022小组赛 Group F,2022,Matchday 8,Group F,"Al Thumama Stadium, Doha",,
2022-11-27,croatia,canada,4,1,世界杯2022小组赛 Group F,2022,Matchday 8,Group F,"Khalifa International Stadium, Al Rayyan",,
2022-11-27,japan,costa_rica,0,1,世界杯2022小组赛 Group E,2022,Matchday 8,Group E,"Ahmad bin Ali Stadium, Al Rayyan",,
2022-11-27,spain,germany,1,1,世界杯2022小组赛 Group E,2022,Matchday 8,Group E,"Al Bayt Stadium, Al Khor",,
2022-11-28,brazil,switzerland,1,0,世界杯2022小组赛 Group G,2022,Matchday 9,Group G,"Stadium 974, Doha",,
2022-11-28,cameroon,serbia,3,3,世界杯2022小组赛 Group G,2022,Matchday 9,Group G,"Al Janoub Stadium, Al Wakrah",,
2022-11-28,portugal,uruguay,2,0,世界杯2022小组赛 Group H,2022,Matchday 9,Group H,"Lusail Iconic Stadium, Lusail",,
2022-11-28,south_korea,ghana,2,3,世界杯2022小组赛 Group H,2022,Matchday 9,Group H,"Education City Stadium, Al Rayyan",,
2022-11-29,ecuador,senegal,1,2,世界杯2022小组赛 Group A,2022,Matchday 10,Group A,"Khalifa International Stadium, Al Rayyan",,
2022-11-29,iran,usa,0,1,世界杯2022小组赛 Group B,2022,Matchday 10,Group B,"Al Thumama Stadium, Doha",,
2022-11-29,netherlands,qatar,2,0,世界杯2022小组赛 Group A,2022,Matchday 10,Group A,"Al Bayt Stadium, Al Khor",,
2022-11-29,wales,england,0,3,世界杯2022小组赛 Group B,2022,Matchday 10,Group B,"Ahmad bin Ali Stadium, Al Rayyan",,
2022-11-30,australia,denmark,1,0,世界杯2022小组赛 Group D,2022,Matchday 11,Group D,"Al Janoub Stadium, Al Wakrah",,
2022-11-30,poland,argentina,0,2,世界杯2022小组赛 Group C,2022,Matchday 11,Group C,"Stadium 974, Doha",,
2022-11-30,saudi_arabia,mexico,1,2,世界杯2022小组赛 Group C,2022,Matchday 11,Group C,"Lusail Iconic Stadium, Lusail",,
2022-11-30,tunisia,france,1,0,世界杯2022小组赛 Group D,2022,Matchday 11,Group D,"Education City Stadium, Al Rayyan",,
2022-12-01,canada,morocco,1,2,世界杯2022小组赛 Group F,2022,Matchday 12,Group F,"Al Thumama Stadium, Doha",,
2022-12-01,costa_rica,germany,2,4,世界杯2022小组赛 Group E,2022,Matchday 12,Group E,"Al Bayt Stadium, Al Khor",,
2022-12-01,croatia,belgium,0,0,世界杯2022小组赛 Group F,2022,Matchday 12,Group F,"Ahmad bin Ali Stadium, Al Rayyan",,
2022-12-01,japan,spain,2,1,世界杯2022小组赛 Group E,2022,Matchday 12,Group E,"Khalifa International Stadium, Al Rayyan",,
2022-12-02,cameroon,brazil,1,0,世界杯2022小组赛 Group G,2022,Matchday 13,Group G,"Lusail Iconic Stadium, Lusail",,
2022-12-02,ghana,uruguay,0,2,世界杯2022小组赛 Group H,2022,Matchday 13,Group H,"Al Janoub Stadium, Al Wakrah",,
2022-12-02,serbia,switzerland,2,3,世界杯2022小组赛 Group G,2022,Matchday 13,Group G,"Stadium 974, Doha",,
2022-12-02,south_korea,portugal,2,1,世界杯2022小组赛 Group H,2022,Matchday 13,Group H,"Lusail Iconic Stadium, Lusail",,
2022-12-03,argentina,australia,2,1,世界杯2022十六强,2022,Round of 16,,"Ahmad bin Ali Stadium, Al Rayyan",,
2022-12-03,netherlands,usa,3,1,世界杯2022十六强,2022,Round of 16,,"Khalifa International Stadium, Al Rayyan",,
2022-12-04,england,senegal,3,0,世界杯2022十六强,2022,Round of 16,,"Al Bayt Stadium, Al Khor",,
2022-12-04,france,poland,3,1,世界杯2022十六强,2022,Round of 16,,"Al Thumama Stadium, Doha",,
2022-12-05,brazil,south_korea,4,1,世界杯2022十六强,2022,Round of 16,,"Stadium 974, Doha",,
2022-12-05,japan,croatia,1,1,世界杯2022十六强,2022,Round of 16,,"Al Janoub Stadium, Al Wakrah",1,3
2022-12-06,morocco,spain,0,0,世界杯2022十六强,2022,Round of 16,,"Education City Stadium, Al Rayyan",3,0
2022-12-06,portugal,switzerland,6,1,世界杯2022十六强,2022,Round of 16,,"Lusail Iconic Stadium, Lusail",,
2022-12-09,croatia,brazil,0,0,世界杯2022决赛,2022,Quarter-finals,,"Education City Stadium, Al Rayyan",4,2
2022-12-09,netherlands,argentina,2,2,世界杯2022决赛,2022,Quarter-finals,,"Lusail Iconic Stadium, Lusail",3,4
2022-12-10,england,france,1,2,世界杯2022决赛,2022,Quarter-finals,,"Al Bayt Stadium, Al Khor",,
2022-12-10,morocco,portugal,1,0,世界杯2022决赛,2022,Quarter-finals,,"Al Thumama Stadium, Doha",,
2022-12-13,argentina,croatia,3,0,世界杯2022决赛,2022,Semi-finals,,"Lusail Iconic Stadium, Lusail",,
2022-12-14,france,morocco,2,0,世界杯2022决赛,2022,Semi-finals,,"Al Bayt Stadium, Al Khor",,
2022-12-17,croatia,morocco,2,1,世界杯2022季军赛,2022,Match for third place,,"Khalifa International Stadium, Al Rayyan",,
2022-12-18,argentina,france,2,2,世界杯2022决赛,2022,Final,,"Lusail Iconic Stadium, Lusail",4,2
2026-06-11,mexico,south_africa,2,0,世界杯2026小组赛 Group A,2026,Matchday 1,Group A,Mexico City,,
2026-06-11,south_korea,czech_republic,2,1,世界杯2026小组赛 Group A,2026,Matchday 1,Group A,Guadalajara (Zapopan),,
2026-06-12,canada,bosnia_and_herzegovina,1,1,世界杯2026小组赛 Group B,2026,Matchday 2,Group B,Toronto,,
2026-06-12,usa,paraguay,4,1,世界杯2026小组赛 Group D,2026,Matchday 2,Group D,Los Angeles (Inglewood),,
2026-06-13,australia,turkey,2,0,世界杯2026小组赛 Group D,2026,Matchday 3,Group D,Vancouver,,
2026-06-13,brazil,morocco,1,1,世界杯2026小组赛 Group C,2026,Matchday 3,Group C,New York/New Jersey (East Rutherford),,
2026-06-13,haiti,scotland,0,1,世界杯2026小组赛 Group C,2026,Matchday 3,Group C,Boston (Foxborough),,
2026-06-13,qatar,switzerland,1,1,世界杯2026小组赛 Group B,2026,Matchday 3,Group B,San Francisco Bay Area (Santa Clara),,
2026-06-14,germany,cura_ao,7,1,世界杯2026小组赛 Group E,2026,Matchday 4,Group E,Houston,,
2026-06-14,ivory_coast,ecuador,1,0,世界杯2026小组赛 Group E,2026,Matchday 4,Group E,Philadelphia,,
2026-06-14,netherlands,japan,2,2,世界杯2026小组赛 Group F,2026,Matchday 4,Group F,Dallas (Arlington),,
2026-06-14,sweden,tunisia,5,1,世界杯2026小组赛 Group F,2026,Matchday 4,Group F,Monterrey (Guadalupe),,
2026-06-15,belgium,egypt,1,1,世界杯2026小组赛 Group G,2026,Matchday 5,Group G,Seattle,,
2026-06-15,iran,new_zealand,2,2,世界杯2026小组赛 Group G,2026,Matchday 5,Group G,Los Angeles (Inglewood),,
2026-06-15,saudi_arabia,uruguay,1,1,世界杯2026小组赛 Group H,2026,Matchday 5,Group H,Miami (Miami Gardens),,
2026-06-15,spain,cape_verde,0,0,世界杯2026小组赛 Group H,2026,Matchday 5,Group H,Atlanta,,
2026-06-16,argentina,algeria,3,0,世界杯2026小组赛 Group J,2026,Matchday 6,Group J,Kansas City,,
2026-06-16,austria,jordan,3,1,世界杯2026小组赛 Group J,2026,Matchday 6,Group J,San Francisco Bay Area (Santa Clara),,
2026-06-16,france,senegal,3,1,世界杯2026小组赛 Group I,2026,Matchday 6,Group I,New York/New Jersey (East Rutherford),,
2026-06-16,iraq,norway,1,4,世界杯2026小组赛 Group I,2026,Matchday 6,Group I,Boston (Foxborough),,
2026-06-17,england,croatia,4,2,世界杯2026小组赛 Group L,2026,Matchday 7,Group L,Dallas (Arlington),,
2026-06-17,ghana,panama,1,0,世界杯2026小组赛 Group L,2026,Matchday 7,Group L,Toronto,,
2026-06-17,portugal,dr_congo,1,1,世界杯2026小组赛 Group K,2026,Matchday 7,Group K,Houston,,
2026-06-17,uzbekistan,colombia,1,3,世界杯2026小组赛 Group K,2026,Matchday 7,Group K,Mexico City,,
2026-06-18,canada,qatar,6,0,世界杯2026小组赛 Group B,2026,Matchday 8,Group B,Vancouver,,
2026-06-18,czech_republic,south_africa,1,1,世界杯2026小组赛 Group A,2026,Matchday 8,Group A,Atlanta,,
2026-06-18,mexico,south_korea,1,0,世界杯2026小组赛 Group A,2026,Matchday 8,Group A,Guadalajara (Zapopan),,
2026-06-18,switzerland,bosnia_and_herzegovina,4,1,世界杯2026小组赛 Group B,2026,Matchday 8,Group B,Los Angeles (Inglewood),,
2026-06-19,brazil,haiti,3,0,世界杯2026小组赛 Group C,2026,Matchday 9,Group C,Philadelphia,,
2026-06-19,scotland,morocco,0,1,世界杯2026小组赛 Group C,2026,Matchday 9,Group C,Boston (Foxborough),,
2026-06-19,turkey,paraguay,0,1,世界杯2026小组赛 Group D,2026,Matchday 9,Group D,San Francisco Bay Area (Santa Clara),,
2026-06-19,usa,australia,2,0,世界杯2026小组赛 Group D,2026,Matchday 9,Group D,Seattle,,
2026-06-20,ecuador,cura_ao,0,0,世界杯2026小组赛 Group E,2026,Matchday 10,Group E,Kansas City,,
2026-06-20,germany,ivory_coast,2,1,世界杯2026小组赛 Group E,2026,Matchday 10,Group E,Toronto,,
2026-06-20,netherlands,sweden,5,1,世界杯2026小组赛 Group F,2026,Matchday 10,Group F,Houston,,
2026-06-20,tunisia,japan,0,4,世界杯2026小组赛 Group F,2026,Matchday 10,Group F,Monterrey (Guadalupe),,
2026-06-21,belgium,iran,0,0,世界杯2026小组赛 Group G,2026,Matchday 11,Group G,Los Angeles (Inglewood),,
2026-06-21,new_zealand,egypt,1,3,世界杯2026小组赛 Group G,2026,Matchday 11,Group G,Vancouver,,
2026-06-21,spain,saudi_arabia,4,0,世界杯2026小组赛 Group H,2026,Matchday 11,Group H,Atlanta,,
2026-06-21,uruguay,cape_verde,2,2,世界杯2026小组赛 Group H,2026,Matchday 11,Group H,Miami (Miami Gardens),,
2026-06-22,argentina,austria,2,0,世界杯2026小组赛 Group J,2026,Matchday 12,Group J,Dallas (Arlington),,
2026-06-22,france,iraq,3,0,世界杯2026小组赛 Group I,2026,Matchday 12,Group I,Philadelphia,,
2026-06-22,jordan,algeria,1,2,世界杯2026小组赛 Group J,2026,Matchday 12,Group J,San Francisco Bay Area (Santa Clara),,
2026-06-22,norway,senegal,3,2,世界杯2026小组赛 Group I,2026,Matchday 12,Group I,New York/New Jersey (East Rutherford),,
2026-06-23,colombia,dr_congo,1,0,世界杯2026小组赛 Group K,2026,Matchday 13,Group K,Guadalajara (Zapopan),,
2026-06-23,england,ghana,0,0,世界杯2026小组赛 Group L,2026,Matchday 13,Group L,Boston (Foxborough),,
2026-06-23,panama,croatia,0,1,世界杯2026小组赛 Group L,2026,Matchday 13,Group L,Toronto,,
2026-06-23,portugal,uzbekistan,5,0,世界杯2026小组赛 Group K,2026,Matchday 13,Group K,Houston,,
2026-06-24,bosnia_and_herzegovina,qatar,3,1,世界杯2026小组赛 Group B,2026,Matchday 14,Group B,Seattle,,
2026-06-24,czech_republic,mexico,0,3,世界杯2026小组赛 Group A,2026,Matchday 14,Group A,Mexico City,,
2026-06-24,morocco,haiti,4,2,世界杯2026小组赛 Group C,2026,Matchday 14,Group C,Atlanta,,
2026-06-24,scotland,brazil,0,3,世界杯2026小组赛 Group C,2026,Matchday 14,Group C,Miami (Miami Gardens),,
2026-06-24,south_africa,south_korea,1,0,世界杯2026小组赛 Group A,2026,Matchday 14,Group A,Monterrey (Guadalupe),,
2026-06-24,switzerland,canada,2,1,世界杯2026小组赛 Group B,2026,Matchday 14,Group B,Vancouver,,
2026-06-25,cura_ao,ivory_coast,0,2,世界杯2026小组赛 Group E,2026,Matchday 15,Group E,Philadelphia,,
2026-06-25,ecuador,germany,2,1,世界杯2026小组赛 Group E,2026,Matchday 15,Group E,New York/New Jersey (East Rutherford),,
2026-06-25,japan,sweden,1,1,世界杯2026小组赛 Group F,2026,Matchday 15,Group F,Dallas (Arlington),,
2026-06-25,paraguay,australia,0,0,世界杯2026小组赛 Group D,2026,Matchday 15,Group D,San Francisco Bay Area (Santa Clara),,
2026-06-25,tunisia,netherlands,1,3,世界杯2026小组赛 Group F,2026,Matchday 15,Group F,Kansas City,,
2026-06-25,turkey,usa,3,2,世界杯2026小组赛 Group D,2026,Matchday 15,Group D,Los Angeles (Inglewood),,
2026-06-26,cape_verde,saudi_arabia,0,0,世界杯2026小组赛 Group H,2026,Matchday 16,Group H,Houston,,
2026-06-26,egypt,iran,1,1,世界杯2026小组赛 Group G,2026,Matchday 16,Group G,Seattle,,
2026-06-26,new_zealand,belgium,1,5,世界杯2026小组赛 Group G,2026,Matchday 16,Group G,Vancouver,,
2026-06-26,norway,france,1,4,世界杯2026小组赛 Group I,2026,Matchday 16,Group I,Boston (Foxborough),,
2026-06-26,senegal,iraq,5,0,世界杯2026小组赛 Group I,2026,Matchday 16,Group I,Toronto,,
2026-06-26,uruguay,spain,0,1,世界杯2026小组赛 Group H,2026,Matchday 16,Group H,Guadalajara (Zapopan),,
2026-06-27,algeria,austria,3,3,世界杯2026小组赛 Group J,2026,Matchday 17,Group J,Kansas City,,
2026-06-27,colombia,portugal,0,0,世界杯2026小组赛 Group K,2026,Matchday 17,Group K,Miami (Miami Gardens),,
2026-06-27,croatia,ghana,2,1,世界杯2026小组赛 Group L,2026,Matchday 17,Group L,Philadelphia,,
2026-06-27,dr_congo,uzbekistan,3,1,世界杯2026小组赛 Group K,2026,Matchday 17,Group K,Atlanta,,
2026-06-27,jordan,argentina,1,3,世界杯2026小组赛 Group J,2026,Matchday 17,Group J,Dallas (Arlington),,
2026-06-27,panama,england,0,2,世界杯2026小组赛 Group L,2026,Matchday 17,Group L,New York/New Jersey (East Rutherford),,
2026-06-28,south_africa,canada,0,1,世界杯2026三十二强,2026,Round of 32,,Los Angeles (Inglewood),,
2026-06-29,brazil,japan,2,1,世界杯2026三十二强,2026,Round of 32,,Houston,,
2026-06-29,germany,paraguay,1,1,世界杯2026三十二强,2026,Round of 32,,Boston (Foxborough),3,4
2026-06-29,netherlands,morocco,1,1,世界杯2026三十二强,2026,Round of 32,,Monterrey (Guadalupe),2,3
2026-06-30,france,sweden,3,0,世界杯2026三十二强,2026,Round of 32,,New York/New Jersey (East Rutherford),,
2026-06-30,ivory_coast,norway,1,2,世界杯2026三十二强,2026,Round of 32,,Dallas (Arlington),,
2026-06-30,mexico,ecuador,2,0,世界杯2026三十二强,2026,Round of 32,,Mexico City,,
2026-07-01,belgium,senegal,2,2,世界杯2026三十二强,2026,Round of 32,,Seattle,,
2026-07-01,england,dr_congo,2,1,世界杯2026三十二强,2026,Round of 32,,Atlanta,,
2026-07-01,usa,bosnia_and_herzegovina,2,0,世界杯2026三十二强,2026,Round of 32,,San Francisco Bay Area (Santa Clara),,
